Node,AverageAttackRate,Rank,degree_centrality,betweenness_centrality
3,0.996136,1,0.13313313313313313,0.11412011901401393
0,0.994505,2,0.12412412412412413,0.1014587560650963
4,0.990873,3,0.11511511511511512,0.09226234739457437
11,0.982717,4,0.08808808808808809,0.05762121438374103
5,0.971334,5,0.08208208208208208,0.05235357833769816
2,0.950286,6,0.07307307307307308,0.048735014136415705
1,0.940031,7,0.06706706706706707,0.0407962864352633
16,0.905888,8,0.05305305305305305,0.02711243385716555
17,0.904568,9,0.05305305305305305,0.02413390348492143
8,0.897672,10,0.04804804804804805,0.02306843518406121
7,0.889278,11,0.044044044044044044,0.0195461744837357
30,0.884623,12,0.055055055055055056,0.025434042455236384
24,0.869643,13,0.05305305305305305,0.025357091299921728
14,0.866242,14,0.05405405405405406,0.027550956373994
34,0.864567,15,0.05405405405405406,0.02471026409874609
10,0.852595,16,0.043043043043043044,0.021308014888546695
18,0.847937,17,0.04004004004004004,0.014022370497220889
9,0.842191,18,0.04004004004004004,0.015174141241754606
39,0.833192,19,0.04704704704704705,0.01988231390933788
53,0.822587,20,0.04804804804804805,0.019200369745177526
29,0.81955,21,0.043043043043043044,0.016555452466375322
28,0.813907,22,0.044044044044044044,0.016603733457014862
52,0.802348,23,0.04704704704704705,0.016309395277879966
54,0.799869,24,0.04104104104104104,0.01803879574519082
33,0.785713,25,0.04004004004004004,0.016003751454894796
22,0.783902,26,0.03403403403403403,0.010820596083192068
20,0.776795,27,0.036036036036036036,0.01362682938304966
13,0.766863,28,0.03303303303303303,0.01121663176558742
12,0.766435,29,0.031031031031031032,0.009224690403069027
15,0.765949,30,0.03003003003003003,0.009979662464611084
94,0.747996,31,0.04104104104104104,0.013954251666018528
36,0.737346,32,0.03003003003003003,0.009080137072942654
40,0.735911,33,0.03003003003003003,0.010996697394555978
59,0.735594,34,0.035035035035035036,0.01151801531233608
87,0.727265,35,0.03803803803803804,0.011424511053310596
55,0.725618,36,0.03303303303303303,0.014664759403075846
26,0.718602,37,0.029029029029029027,0.009407137691888886
19,0.717279,38,0.028028028028028028,0.010007463385540552
21,0.715074,39,0.031031031031031032,0.010453121086003807
63,0.705961,40,0.03003003003003003,0.011337798294483298
42,0.701173,41,0.028028028028028028,0.010394182572772024
70,0.696863,42,0.035035035035035036,0.010548242787147685
38,0.696264,43,0.02702702702702703,0.0077875731708021145
65,0.695511,44,0.029029029029029027,0.00817832111286601
6,0.691486,45,0.022022022022022022,0.004667915313188274
23,0.69127,46,0.024024024024024024,0.005095559175255377
81,0.689791,47,0.03003003003003003,0.00949063849741392
41,0.688284,48,0.024024024024024024,0.005257292113217128
51,0.684079,49,0.03303303303303303,0.01138809912763179
25,0.681555,50,0.02702702702702703,0.0082191843904459
62,0.681455,51,0.031031031031031032,0.008916430213981946
43,0.677243,52,0.026026026026026026,0.007413422608832118
85,0.667241,53,0.02702702702702703,0.006565687490928556
123,0.665037,54,0.029029029029029027,0.007027477545990402
58,0.662317,55,0.028028028028028028,0.00837328355125846
76,0.653608,56,0.026026026026026026,0.006085081010926776
46,0.651107,57,0.026026026026026026,0.009689970047112719
106,0.64665,58,0.02702702702702703,0.008749721147140462
27,0.644083,59,0.024024024024024024,0.007192732440371622
35,0.641231,60,0.02102102102102102,0.004704656283991279
44,0.640443,61,0.022022022022022022,0.005289159108723059
47,0.634883,62,0.024024024024024024,0.006001607389650002
48,0.624665,63,0.02102102102102102,0.005304364479581839
72,0.62125,64,0.026026026026026026,0.006370940633212397
32,0.620519,65,0.022022022022022022,0.0058585269581463775
37,0.614837,66,0.01901901901901902,0.003670091188646982
64,0.604142,67,0.02002002002002002,0.004369614857962571
